LATITUDE,LONGITUDE,MIN_MAXELECTRIC_POWER_W,MAX_MAXELECTRIC_POWER_W,CHARGING_CAPACITY,CHARGE_PERCENTAGE,motorway,trunk,primary,secondary,POPULATION,POP_DENSITY,AGE_20,AGE_40,AGE_60,AGE_80,AGE_100,COST_OF_LIVING,NET_INCOME,CARS_PER_100,EV_RATE,AVG_TRAFFIC_DUR,_EVENING,_MIDDAY,_MORNING,_NIGHT,_WEEKEND,_WORKDAY,FOOD_&_BEVERAGE,RETAIL_&_CONVENIENCE,COMPETITORS,ENTERTAINMENT,HEALTH_&_SERVICES
52.011913,4.315493,50000,300000,37440,0.3964,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,450.375,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.0748,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,459.125,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.661,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,587.375,1,0,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,38160,0.4848,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,497.375,1,0,0,0,1,0,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.5277,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,557.375,0,1,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.509,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,460.0,1,0,0,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.0484,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,443.0,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.0593,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,438.5,0,0,0,1,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.3478,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,488.25,0,0,1,0,0,1,9.0,2.0,32.0,43.0,186.0
52.011913,4.315493,50000,300000,37440,0.1132,7,0,51,92,8250,2806.0,18.24,39.73,20.36,18.03,3.74,1100,28800,47.5,5.5,473.5,0,0,0,1,1,0,9.0,2.0,32.0,43.0,186.0
